#HEADER
#TITLES
 , ,J4206@Steer_Angle.RN_1
2057,36.23000,-66.77921
2058,36.24000,-66.82353
2059,36.25000,-66.86567
2060,36.26000,-66.9057
2061,36.27000,-66.9437
2062,36.28000,-66.97974
2063,36.29000,-67.01389
2064,36.30000,-67.04622
2065,36.31000,-67.07681
2066,36.32000,-67.10574
2067,36.33000,-67.13307
2068,36.34000,-67.1589
2069,36.35000,-67.18328
2070,36.36000,-67.2063
2071,36.37000,-67.22802
2072,36.38000,-67.24854
2073,36.39000,-67.26791
2074,36.40000,-67.28623
2075,36.41000,-67.30357
2076,36.42000,-67.31999
2077,36.43000,-67.33559
2078,36.44000,-67.35044
2079,36.45000,-67.36461
2080,36.46000,-67.37819
2081,36.47000,-67.39124
2082,36.48000,-67.40387
2083,36.49000,-67.41613
2084,36.50000,-67.42811
2085,36.51000,-67.43988
2086,36.52000,-67.45154
2087,36.53000,-67.46315
2088,36.54000,-67.4748
2089,36.55000,-67.48656
2090,36.56000,-67.49853
2091,36.57000,-67.51077
2092,36.58000,-67.52338
2093,36.59000,-67.53642
2094,36.60000,-67.54998
2095,36.61000,-67.56415
2096,36.62000,-67.579
2097,36.63000,-67.59462
2098,36.64000,-67.61108
2099,36.65000,-67.62848
2100,36.66000,-67.6469
2101,36.67000,-67.6664
2102,36.68000,-67.68709
2103,36.69000,-67.70904
2104,36.70000,-67.73234
2105,36.71000,-67.75706
2106,36.72000,-67.78329
2107,36.73000,-67.81113
2108,36.74000,-67.84064
2109,36.75000,-67.87192
2110,36.76000,-67.90504
2111,36.77000,-67.9401
2112,36.78000,-67.97718
2113,36.79000,-68.01636
2114,36.80000,-68.05772
2115,36.81000,-68.10136
2116,36.82000,-68.14735
2117,36.83000,-68.19579
2118,36.84000,-68.24676
2119,36.85000,-68.30034
2120,36.86000,-68.35661
2121,36.87000,-68.41568
2122,36.88000,-68.47762
2123,36.89000,-68.5425
2124,36.90000,-68.61044
2125,36.91000,-68.6815
2126,36.92000,-68.75577
2127,36.93000,-68.83334
2128,36.94000,-68.91431
2129,36.95000,-68.99874
2130,36.96000,-69.08674
2131,36.97000,-69.17838
2132,36.98000,-69.27375
2133,36.99000,-69.37294
2134,37.00000,-69.47604
2135,37.01000,-69.58313
2136,37.02000,-69.6943
2137,37.03000,-69.80963
2138,37.04000,-69.92921
2139,37.05000,-70.05313
2140,37.06000,-70.18148
2141,37.07000,-70.31433
2142,37.08000,-70.45178
2143,37.09000,-70.59392
2144,37.10000,-70.74082
2145,37.11000,-70.89258
2146,37.12000,-71.04928
2147,37.13000,-71.21101
2148,37.14000,-71.37785
2149,37.15000,-71.54988
2150,37.16000,-71.7272
2151,37.17000,-71.90989
2152,37.18000,-72.09804
2153,37.19000,-72.29172
2154,37.20000,-72.49103
2155,37.21000,-72.69604
2156,37.22000,-72.90685
2157,37.23000,-73.12354
2158,37.24000,-73.34618
2159,37.25000,-73.57488
2160,37.26000,-73.8097
2161,37.27000,-74.05074
2162,37.28000,-74.29807
2163,37.29000,-74.55177
2164,37.30000,-74.81194
2165,37.31000,-75.07866
2166,37.32000,-75.35199
2167,37.33000,-75.63203
2168,37.34000,-75.91886
2169,37.35000,-76.21255
2170,37.36000,-76.5132
2171,37.37000,-76.82087
2172,37.38000,-77.13564
2173,37.39000,-77.45761
2174,37.40000,-77.78683
2175,37.41000,-78.12341
2176,37.42000,-78.4674
2177,37.43000,-78.81889
2178,37.44000,-79.17796
2179,37.45000,-79.54467
2180,37.46000,-79.91911
2181,37.47000,-80.30135
2182,37.48000,-80.69147
2183,37.49000,-81.08954
2184,37.50000,-81.49563
2185,37.51000,-81.90982
2186,37.52000,-82.33218
2187,37.53000,-82.76277
2188,37.54000,-83.20168
2189,37.55000,-83.64896
2190,37.56000,-84.10469
2191,37.57000,-84.56895
2192,37.58000,-85.04178
2193,37.59000,-85.52327
2194,37.60000,-86.01348
2195,37.61000,-86.51248
2196,37.62000,-87.02032
2197,37.63000,-87.53709
2198,37.64000,-88.06282
2199,37.65000,-88.5976
2200,37.66000,-89.14147
2201,37.67000,-89.6945
2202,37.68000,-90.25676
2203,37.69000,-90.82829
2204,37.70000,-91.40916
2205,37.71000,-91.99943
2206,37.72000,-92.59914
2207,37.73000,-93.20836
2208,37.74000,-93.82713
2209,37.75000,-94.45551
2210,37.76000,-95.09356
2211,37.77000,-95.74132
2212,37.78000,-96.39883
2213,37.79000,-97.06615
2214,37.80000,-97.74334
2215,37.81000,-98.43042
2216,37.82000,-99.12745
2217,37.83000,-99.83447
2218,37.84000,-100.5515
2219,37.85000,-101.2787
2220,37.86000,-102.0159
2221,37.87000,-102.7633
2222,37.88000,-103.5209
2223,37.89000,-104.2887
2224,37.90000,-105.0667
2225,37.91000,-105.8551
2226,37.92000,-106.6538
2227,37.93000,-107.4628
2228,37.94000,-108.2822
2229,37.95000,-109.1121
2230,37.96000,-109.9524
2231,37.97000,-110.8031
2232,37.98000,-111.6643
2233,37.99000,-112.5361
2234,38.00000,-113.4184
2235,38.01000,-114.3112
2236,38.02000,-115.2146
2237,38.03000,-116.1285
2238,38.04000,-117.0531
2239,38.05000,-117.9883
2240,38.06000,-118.9341
2241,38.07000,-119.8905
2242,38.08000,-120.8575
2243,38.09000,-121.8352
2244,38.10000,-122.8236
2245,38.11000,-123.8226
2246,38.12000,-124.8323
2247,38.13000,-125.8526
2248,38.14000,-126.8836
2249,38.15000,-127.9252
2250,38.16000,-128.9774
2251,38.17000,-130.0404
2252,38.18000,-131.1139
2253,38.19000,-132.198
2254,38.20000,-133.2928
2255,38.21000,-134.3981
2256,38.22000,-135.514
2257,38.23000,-136.6405
2258,38.24000,-137.7775
2259,38.25000,-138.925
2260,38.26000,-140.083
2261,38.27000,-141.2515
2262,38.28000,-142.4305
2263,38.29000,-143.6198
2264,38.30000,-144.8195
2265,38.31000,-146.0296
2266,38.32000,-147.25
2267,38.33000,-148.4806
2268,38.34000,-149.7216
2269,38.35000,-150.9727
2270,38.36000,-152.234
2271,38.37000,-153.5054
2272,38.38000,-154.7868
2273,38.39000,-156.0783
2274,38.40000,-157.3798
2275,38.41000,-158.6912
2276,38.42000,-160.0125
2277,38.43000,-161.3436
2278,38.44000,-162.6845
2279,38.45000,-164.035
2280,38.46000,-165.3953
2281,38.47000,-166.7651
2282,38.48000,-168.1444
2283,38.49000,-169.5332
2284,38.50000,-170.9314
